title,rating,review,url,year_played,release_year,goty_categories
The Séance of Blake Manor,great,,https://www.backloggd.com/games/the-seance-of-blake-manor/,2026,2025,
Donkey Kong Bananza,great,,https://www.backloggd.com/games/donkey-kong-bananza/,2026,2025,action
Mina the Hollower,great,,https://www.backloggd.com/games/mina-the-hollower/,2026,2026,
Pokémon Pokopia,great,,https://www.backloggd.com/games/pokemon-pokopia/,2026,2026,
Terra Nil,great,,https://www.backloggd.com/games/terra-nil--1/,2026,2023,pickup_n_play
No Case Should Remain Unsolved,great,,https://www.backloggd.com/games/no-case-should-remain-unsolved/,2026,2024,
Pluto,great,,https://www.backloggd.com/games/pluto/,2026,2026,
Öoo,good,,https://www.backloggd.com/games/ooo--1/,2026,2025,
The Ratline,good,,https://www.backloggd.com/games/the-ratline/,2026,2026,
Paranormasight: The Mermaid's Curse,good,,https://www.backloggd.com/games/paranormasight-the-mermaids-curse/,2026,2026,
Her Story,good,,https://www.backloggd.com/games/her-story/,2026,2015,novelty
Prince of Persia: The Lost Crown,good,,https://www.backloggd.com/games/prince-of-persia-the-lost-crown/,2026,2024,
13 Sentinels: Aegis Rim,good,,https://www.backloggd.com/games/13-sentinels-aegis-rim/,2026,2019,
Lucifer Within Us,good,,https://www.backloggd.com/games/lucifer-within-us/,2026,2020,
Tender Loving Care,good,,https://www.backloggd.com/games/tender-loving-care/,2026,1998,
Mewgenics,mixed,,https://www.backloggd.com/games/mewgenics/,2026,2026,
7 Days to End with You,mixed,,https://www.backloggd.com/games/7-days-to-end-with-you/,2026,2022,novelty
Titanium Court,okay,,https://www.backloggd.com/games/titanium-court/,2026,2026,
Easy Delivery Co.,okay,,https://www.backloggd.com/games/easy-delivery-co/,2026,2025,
Despelote,okay,,https://www.backloggd.com/games/despelote/,2026,2025,
Pragmata,okay,,https://www.backloggd.com/games/pragmata/,2026,2026,
A Dance of Fire and Ice,okay,,https://www.backloggd.com/games/a-dance-of-fire-and-ice/,2026,2014,
Big Hops,okay,,https://www.backloggd.com/games/big-hops/,2026,2026,
Cairn,okay,,https://www.backloggd.com/games/cairn--3/,2026,2026,
Botany Manor,okay,,https://www.backloggd.com/games/botany-manor/,2026,2024,
Metal Garden,okay,,https://www.backloggd.com/games/metal-garden/,2026,2025,
Strange Jigsaws,okay,,https://www.backloggd.com/games/strange-jigsaws/,2026,2025,
Slay the Princess,okay,,https://www.backloggd.com/games/slay-the-princess/,2026,2023,
"Detective Instinct: Farewell, My Beloved",okay,,https://www.backloggd.com/games/detective-instinct-farewell-my-beloved/,2026,2025,
ZeroRanger,okay,,https://www.backloggd.com/games/zeroranger/,2026,2018,
Antichamber,okay,,https://www.backloggd.com/games/antichamber/,2026,2013,
Heroine's Quest: The Herald of Ragnarok,okay,,https://www.backloggd.com/games/heroines-quest-the-herald-of-ragnarok/,2026,2014,
Lonely Mountains: Downhill,okay,,https://www.backloggd.com/games/lonely-mountains-downhill/,2026,2019,
Sayonara Wild Hearts,okay,,https://www.backloggd.com/games/sayonara-wild-hearts/,2026,2019,
CrossCode,okay,,https://www.backloggd.com/games/crosscode/,2026,2018,
Star Fox: Assault,okay,,https://www.backloggd.com/games/star-fox-assault/,2026,2005,
LEGO Voyagers,okay,,https://www.backloggd.com/games/lego-voyagers/,2026,2025,
Besiege,okay,,https://www.backloggd.com/games/besiege/,2026,2020,
Blind Touch,lame,,https://www.backloggd.com/games/blind-touch/,2026,2026,
TR-49,lame,,https://www.backloggd.com/games/tr-49/,2026,2026,
Ultimate Drummer,lame,,https://www.backloggd.com/games/ultimate-drummer/,2026,2026,
Burggeist,lame,,https://www.backloggd.com/games/burggeist/,2026,2024,
Indiana Jones and the Fate of Atlantis,lame,,https://www.backloggd.com/games/indiana-jones-and-the-fate-of-atlantis--1/,2026,1992,
1000xResist,fantastic,,https://www.backloggd.com/games/1000xresist/,2025,2024,goty;narrative;audio;world
Blue Prince,fantastic,,https://www.backloggd.com/games/blue-prince/,2025,2025,puzzle_strategy;goty
UFO 50,great,,https://www.backloggd.com/games/ufo-50/,2025,2024,action;pickup_n_play
Factorio,great,,https://www.backloggd.com/games/factorio/,2025,2020,puzzle_strategy;novelty;goty
Arctic Eggs,great,,https://www.backloggd.com/games/arctic-eggs/,2025,2024,novelty
The Drifter,great,,https://www.backloggd.com/games/the-drifter/,2025,2025,audio
Indika,great,,https://www.backloggd.com/games/indika/,2025,2024,
The Roottrees Are Dead,great,,https://www.backloggd.com/games/the-roottrees-are-dead--1/,2025,2025,
Monster Hunter Wilds,great,,https://www.backloggd.com/games/monster-hunter-wilds/,2025,2025,
Metaphor: ReFantazio,great,,https://www.backloggd.com/games/metaphor-refantazio/,2025,2024,
Haste,great,,https://www.backloggd.com/games/haste--2/,2025,2025,pickup_n_play
Hollow Knight: Silksong,great,,https://www.backloggd.com/games/hollow-knight-silksong/,2025,2025,visuals
The King is Watching,great,,https://www.backloggd.com/games/the-king-is-watching/,2025,2025,
The Alters,great,,https://www.backloggd.com/games/the-alters/,2025,2025,world;narrative
Clair Obscur: Expedition 33,good,,https://www.backloggd.com/games/clair-obscur-expedition-33/,2025,2025,
The Invincible,good,,https://www.backloggd.com/games/the-invincible/,2025,2023,visuals;audio
Minit,good,,https://www.backloggd.com/games/minit/,2025,2018,world
Viewfinder,good,,https://www.backloggd.com/games/viewfinder/,2025,2023,
Getting Over It with Bennett Foddy,good,,https://www.backloggd.com/games/getting-over-it-with-bennett-foddy/,2025,2017,novelty
Gone Home,good,,https://www.backloggd.com/games/gone-home/,2025,2013,
Baby Steps,good,,https://www.backloggd.com/games/baby-steps/,2025,2025,novelty
Into the Breach,good,,https://www.backloggd.com/games/into-the-breach/,2025,2018,
Balatro,good,,https://www.backloggd.com/games/balatro/,2025,2024,
Kingdom Come: Deliverance II,good,,https://www.backloggd.com/games/kingdom-come-deliverance-ii/,2025,2025,
Mouthwashing,mixed,,https://www.backloggd.com/games/mouthwashing/,2025,2024,
Super Smash Bros. Ultimate,okay,,https://www.backloggd.com/games/super-smash-bros-ultimate/,2025,2018,
Dredge,okay,,https://www.backloggd.com/games/dredge/,2025,2023,
The Crimson Diamond,okay,,https://www.backloggd.com/games/the-crimson-diamond/,2025,2024,
Tacoma,okay,,https://www.backloggd.com/games/tacoma/,2025,2017,
Dead Letter Dept.,okay,,https://www.backloggd.com/games/dead-letter-dept/,2025,2025,
Cube Escape: Paradox,okay,,https://www.backloggd.com/games/cube-escape-paradox/,2025,2018,
33 Immortals,okay,,https://www.backloggd.com/games/33-immortals/,2025,2026,
A Space for the Unbound,okay,,https://www.backloggd.com/games/a-space-for-the-unbound/,2025,2023,
Pentiment,okay,,https://www.backloggd.com/games/pentiment/,2025,2022,audio
Q-Up,unrated,,https://www.backloggd.com/games/q-up/,2025,2025,
Ena: Dream BBQ,unrated,,https://www.backloggd.com/games/ena-dream-bbq/,2025,2025,
Commandos: Origins,unrated,,https://www.backloggd.com/games/commandos-origins/,2025,2025,
Merge Maestro,unrated,,https://www.backloggd.com/games/merge-maestro/,2025,2025,
The Farmer Was Replaced,unrated,,https://www.backloggd.com/games/the-farmer-was-replaced/,2025,2025,
Mika and the Witch's Mountain,unrated,,https://www.backloggd.com/games/mika-and-the-witchs-mountain/,2025,2025,
"No, I'm Not A Human",unrated,,https://www.backloggd.com/games/no-im-not-a-human/,2025,2025,
Slay the Princess: The Pristine Cut,unrated,,https://www.backloggd.com/games/slay-the-princess-the-pristine-cut/,2024,2024,
Still Wakes the Deep,unrated,,https://www.backloggd.com/games/still-wakes-the-deep/,2024,2024,
The Rise of the Golden Idol,unrated,,https://www.backloggd.com/games/the-rise-of-the-golden-idol/,2024,2024,
Animal Well,unrated,,https://www.backloggd.com/games/animal-well/,2024,2024,puzzle_strategy;visuals
The Legend of Zelda: Echoes of Wisdom,unrated,,https://www.backloggd.com/games/the-legend-of-zelda-echoes-of-wisdom/,2024,2024,
Sumerian Six,unrated,,https://www.backloggd.com/games/sumerian-six/,2024,2024,
Star Ocean: The Second Story R,unrated,,https://www.backloggd.com/games/star-ocean-the-second-story-r/,2023,2023,
Paranormasight: The Seven Mysteries of Honjo,unrated,,https://www.backloggd.com/games/paranormasight-the-seven-mysteries-of-honjo/,2023,2023,narrative
Golden Idol Mysteries: The Lemurian Vampire,unrated,,https://www.backloggd.com/games/golden-idol-mysteries-the-lemurian-vampire/,2023,2023,
Aliens: Dark Descent,unrated,,https://www.backloggd.com/games/aliens-dark-descent/,2023,2023,
Golden Idol Mysteries: The Spider of Lanka,unrated,,https://www.backloggd.com/games/golden-idol-mysteries-the-spider-of-lanka/,2023,2023,
Only Up!,unrated,,https://www.backloggd.com/games/only-up/,2023,2023,
The Exit 8,unrated,,https://www.backloggd.com/games/the-exit-8/,2023,2023,novelty
Ghost Trick: Phantom Detective,unrated,,https://www.backloggd.com/games/ghost-trick-phantom-detective--1/,2023,2023,
Baldur's Gate III,unrated,,https://www.backloggd.com/games/baldurs-gate-iii/,2023,2023,
Chants of Sennaar,unrated,,https://www.backloggd.com/games/chants-of-sennaar/,2023,2023,puzzle_strategy
Shadow Gambit: The Cursed Crew,unrated,,https://www.backloggd.com/games/shadow-gambit-the-cursed-crew/,2023,2023,
The Legend of Zelda: Tears of the Kingdom,unrated,,https://www.backloggd.com/games/the-legend-of-zelda-tears-of-the-kingdom/,2023,2023,world;action;goty
Sucker for Love: First Date,unrated,,https://www.backloggd.com/games/sucker-for-love-first-date/,2022,2022,
House Party,unrated,,https://www.backloggd.com/games/house-party/,2022,2022,
The Excavation of Hob's Barrow,unrated,,https://www.backloggd.com/games/the-excavation-of-hobs-barrow/,2022,2022,world
Strange Horticulture,unrated,,https://www.backloggd.com/games/strange-horticulture/,2022,2022,
Return to Monkey Island,unrated,,https://www.backloggd.com/games/return-to-monkey-island/,2022,2022,
Dorfromantik,unrated,,https://www.backloggd.com/games/dorfromantik/,2022,2022,
Lil Gator Game,unrated,,https://www.backloggd.com/games/lil-gator-game/,2022,2022,
Triangle Strategy,unrated,,https://www.backloggd.com/games/triangle-strategy/,2022,2022,
Iron Lung,unrated,,https://www.backloggd.com/games/iron-lung/,2022,2022,
The Quarry,unrated,,https://www.backloggd.com/games/the-quarry/,2022,2022,narrative
Vampire Survivors,unrated,,https://www.backloggd.com/games/vampire-survivors/,2022,2022,action;pickup_n_play
Elden Ring,unrated,,https://www.backloggd.com/games/elden-ring/,2022,2022,
The Case of the Golden Idol,unrated,,https://www.backloggd.com/games/the-case-of-the-golden-idol/,2022,2022,goty;puzzle_strategy;visuals
Super Auto Pets,unrated,,https://www.backloggd.com/games/super-auto-pets/,2021,2021,
Toem,unrated,,https://www.backloggd.com/games/toem/,2021,2021,pickup_n_play
The Dark Pictures Anthology: House of Ashes,unrated,,https://www.backloggd.com/games/the-dark-pictures-anthology-house-of-ashes/,2021,2021,
The Great Ace Attorney Chronicles,unrated,,https://www.backloggd.com/games/the-great-ace-attorney-chronicles/,2021,2021,
Outer Wilds: Echoes of the Eye,unrated,,https://www.backloggd.com/games/outer-wilds-echoes-of-the-eye/,2021,2021,puzzle_strategy;goty;audio;visuals;world
Road 96,unrated,,https://www.backloggd.com/games/road-96/,2021,2021,
Hitman 3,unrated,,https://www.backloggd.com/games/hitman-3/,2021,2021,
Death Stranding: Director's Cut,unrated,,https://www.backloggd.com/games/death-stranding-directors-cut/,2021,2021,
Disco Elysium: The Final Cut,unrated,,https://www.backloggd.com/games/disco-elysium-the-final-cut/,2021,2021,novelty
The Forgotten City,unrated,,https://www.backloggd.com/games/the-forgotten-city/,2021,2021,narrative
Forza Horizon 5,unrated,,https://www.backloggd.com/games/forza-horizon-5/,2021,2021,action
Unpacking,unrated,,https://www.backloggd.com/games/unpacking/,2021,2021,
Inscryption,unrated,,https://www.backloggd.com/games/inscryption/,2021,2021,
Resident Evil Village,unrated,,https://www.backloggd.com/games/resident-evil-village/,2021,2021,
It Takes Two,unrated,,https://www.backloggd.com/games/it-takes-two/,2021,2021,
Alba: A Wildlife Adventure,unrated,,https://www.backloggd.com/games/alba-a-wildlife-adventure/,2020,2020,
Call of the Sea,unrated,,https://www.backloggd.com/games/call-of-the-sea/,2020,2020,
The Jackbox Party Pack 7,unrated,,https://www.backloggd.com/games/the-jackbox-party-pack-7/,2020,2020,
The Dark Pictures Anthology: Little Hope,unrated,,https://www.backloggd.com/games/the-dark-pictures-anthology-little-hope/,2020,2020,
Fall Guys,unrated,,https://www.backloggd.com/games/fall-guys/,2020,2020,
Genshin Impact,unrated,,https://www.backloggd.com/games/genshin-impact/,2020,2020,
Final Fantasy VII Remake,unrated,,https://www.backloggd.com/games/final-fantasy-vii-remake/,2020,2020,audio;world;narrative
Ghost of Tsushima,unrated,,https://www.backloggd.com/games/ghost-of-tsushima/,2020,2020,visuals;action
Marvel's Spider-Man: Miles Morales,unrated,,https://www.backloggd.com/games/marvels-spider-man-miles-morales/,2020,2020,
Animal Crossing: New Horizons,unrated,,https://www.backloggd.com/games/animal-crossing-new-horizons/,2020,2020,pickup_n_play
Hades,unrated,,https://www.backloggd.com/games/hades--1/,2020,2020,
Desperados III,unrated,,https://www.backloggd.com/games/desperados-iii/,2020,2020,
Unheard,unrated,,https://www.backloggd.com/games/unheard/,2019,2019,
Kuukiyomi: Consider It!,unrated,,https://www.backloggd.com/games/kuukiyomi-consider-it/,2019,2019,novelty
Heaven's Vault,unrated,,https://www.backloggd.com/games/heavens-vault/,2019,2019,
Madden NFL 20,unrated,,https://www.backloggd.com/games/madden-nfl-20/,2019,2019,
Total War: Three Kingdoms,unrated,,https://www.backloggd.com/games/total-war-three-kingdoms/,2019,2019,
Tangle Tower,unrated,,https://www.backloggd.com/games/tangle-tower/,2019,2019,
Mini Motorways,unrated,,https://www.backloggd.com/games/mini-motorways/,2019,2019,
Planet Zoo,unrated,,https://www.backloggd.com/games/planet-zoo/,2019,2019,
PC Building Simulator,unrated,,https://www.backloggd.com/games/pc-building-simulator/,2019,2019,
Untitled Goose Game,unrated,,https://www.backloggd.com/games/untitled-goose-game/,2019,2019,
Death Stranding,unrated,,https://www.backloggd.com/games/death-stranding/,2019,2019,
The Dark Pictures Anthology: Man of Medan,unrated,,https://www.backloggd.com/games/the-dark-pictures-anthology-man-of-medan/,2019,2019,
Baba Is You,unrated,,https://www.backloggd.com/games/baba-is-you/,2019,2019,
A Short Hike,unrated,,https://www.backloggd.com/games/a-short-hike/,2019,2019,pickup_n_play
Outer Wilds,unrated,,https://www.backloggd.com/games/outer-wilds/,2019,2019,goty;puzzle_strategy;audio;world;narrative
The Legend of Zelda: Link's Awakening,unrated,,https://www.backloggd.com/games/the-legend-of-zelda-links-awakening--1/,2019,2019,visuals;action
The Council,unrated,,https://www.backloggd.com/games/the-council/,2018,2018,
Frog Detective 1: The Haunted Island,unrated,,https://www.backloggd.com/games/frog-detective-1-the-haunted-island/,2018,2018,
Moonlighter,unrated,,https://www.backloggd.com/games/moonlighter/,2018,2018,
Divinity: Original Sin II - Definitive Edition,unrated,,https://www.backloggd.com/games/divinity-original-sin-ii-definitive-edition/,2018,2018,
Marvel's Spider-Man,unrated,,https://www.backloggd.com/games/marvels-spider-man/,2018,2018,action
Among Us,unrated,,https://www.backloggd.com/games/among-us/,2018,2018,
Overcooked! 2,unrated,,https://www.backloggd.com/games/overcooked-2/,2018,2018,pickup_n_play
Detroit: Become Human,unrated,,https://www.backloggd.com/games/detroit-become-human--1/,2018,2018,narrative
Return of the Obra Dinn,unrated,,https://www.backloggd.com/games/return-of-the-obra-dinn/,2018,2018,goty;puzzle_strategy;novelty;visuals;audio
Endless Space 2,unrated,,https://www.backloggd.com/games/endless-space-2/,2017,2017,
Opus Magnum,unrated,,https://www.backloggd.com/games/opus-magnum/,2017,2017,puzzle_strategy
Old Man's Journey,unrated,,https://www.backloggd.com/games/old-mans-journey/,2017,2017,
The Sexy Brutale,unrated,,https://www.backloggd.com/games/the-sexy-brutale/,2017,2017,
Dream Daddy: A Dad Dating Simulator,unrated,,https://www.backloggd.com/games/dream-daddy-a-dad-dating-simulator/,2017,2017,
Skribbl.io,unrated,,https://www.backloggd.com/games/skribbl-dot-io/,2017,2017,
"Snipperclips: Cut It Out, Together!",unrated,,https://www.backloggd.com/games/snipperclips-cut-it-out-together/,2017,2017,
Yooka-Laylee,unrated,,https://www.backloggd.com/games/yooka-laylee/,2017,2017,
Hello Neighbor,unrated,,https://www.backloggd.com/games/hello-neighbor/,2017,2017,
Gang Beasts,unrated,,https://www.backloggd.com/games/gang-beasts/,2017,2017,
Cuphead,unrated,,https://www.backloggd.com/games/cuphead/,2017,2017,
Doki Doki Literature Club!,unrated,,https://www.backloggd.com/games/doki-doki-literature-club/,2017,2017,narrative
Resident Evil 7: Biohazard,unrated,,https://www.backloggd.com/games/resident-evil-7-biohazard/,2017,2017,
What Remains of Edith Finch,unrated,,https://www.backloggd.com/games/what-remains-of-edith-finch/,2017,2017,
Horizon Zero Dawn,unrated,,https://www.backloggd.com/games/horizon-zero-dawn/,2017,2017,
Mario Kart 8 Deluxe,unrated,,https://www.backloggd.com/games/mario-kart-8-deluxe/,2017,2017,pickup_n_play
Super Mario Odyssey,unrated,,https://www.backloggd.com/games/super-mario-odyssey/,2017,2017,action
Gorogoa,unrated,,https://www.backloggd.com/games/gorogoa/,2017,2017,
The Legend of Zelda: Breath of the Wild,unrated,,https://www.backloggd.com/games/the-legend-of-zelda-breath-of-the-wild/,2017,2017,goty;visuals;audio;world
LEGO Harry Potter Collection: Years 1-4,unrated,,https://www.backloggd.com/games/lego-harry-potter-collection-years-1-4/,2016,2016,
Moon Hunters,unrated,,https://www.backloggd.com/games/moon-hunters--1/,2016,2016,
The Turing Test,unrated,,https://www.backloggd.com/games/the-turing-test/,2016,2016,
Poly Bridge,unrated,,https://www.backloggd.com/games/poly-bridge/,2016,2016,
Overwatch,unrated,,https://www.backloggd.com/games/overwatch/,2016,2016,
Dark Souls III,unrated,,https://www.backloggd.com/games/dark-souls-iii/,2016,2016,
Pokémon Go,unrated,,https://www.backloggd.com/games/pokemon-go/,2016,2016,novelty
Ys VIII: Lacrimosa of Dana,unrated,,https://www.backloggd.com/games/ys-viii-lacrimosa-of-dana/,2016,2016,world
Sid Meier's Civilization VI,unrated,,https://www.backloggd.com/games/sid-meiers-civilization-vi/,2016,2016,pickup_n_play
Firewatch,unrated,,https://www.backloggd.com/games/firewatch/,2016,2016,narrative
Inside,unrated,,https://www.backloggd.com/games/inside/,2016,2016,
SuperHot,unrated,,https://www.backloggd.com/games/superhot/,2016,2016,
Titanfall 2,unrated,,https://www.backloggd.com/games/titanfall-2/,2016,2016,action;visuals
We Become What We Behold,unrated,,https://www.backloggd.com/games/we-become-what-we-behold/,2016,2016,
Shadow Tactics: Blades of the Shogun,unrated,,https://www.backloggd.com/games/shadow-tactics-blades-of-the-shogun/,2016,2016,puzzle_strategy;goty;audio
Missing Translation,unrated,,https://www.backloggd.com/games/missing-translation/,2015,2015,
StarCraft II: Legacy of the Void,unrated,,https://www.backloggd.com/games/starcraft-ii-legacy-of-the-void/,2015,2015,world
